uri	wikilink	description
norssi_5327	https://fi.wikipedia.org/wiki?curid=1324608	"""Eero Artturi Vilkkonen (1933–1995) oli suomalainen oikeustieteilijä. Hän oli vuodet 1974–1991 Helsingin yliopiston hallinto-oikeuden professori..."""
norssi_1885	https://fi.wikipedia.org/wiki?curid=1088357	"""Eino Ilmari Virkki (17. syyskuuta 1898 Turku – 12. lokakuuta 1972) oli Suomen Puolustusvoimien eversti ja sodanaikainen rykmentin komentaja...."""
norssi_2059	https://fi.wikipedia.org/wiki?curid=22541	"""Paavo Eemil Virkkunen (vuoteen 1906 Snellman, 27. syyskuuta 1874 Pudasjärvi – 13. heinäkuuta 1959 Pälkäne) oli suomalainen pappi ja poliitikko..."""
norssi_2266	https://fi.wikipedia.org/wiki?curid=105390	"""Matti Samuli Virkkunen (28. heinäkuuta 1908 Kangasala – 11. heinäkuuta 1980) oli suomalainen varatuomari, Kansallis-Osake-Pankin (KOP) pitkäaikaisin..."""
norssi_5957	https://fi.wikipedia.org/wiki?curid=142807	"""Juhani ”Juuso” Wahlsten (s. 13. tammikuuta 1938 Helsinki) on suomalainen entinen jääkiekkohyökkääjä ja -valmentaja, koulutukseltaan liikunnanopettaja..."""
norssi_8527	https://fi.wikipedia.org/wiki?curid=174958	"""Ville Virtanen (s. 19. elokuuta 1961 Espoo) on suomalainen näyttelijä, ohjaaja, kirjailija ja käsikirjoittaja. Virtanen tunnetaan myös teatteriohjaajana..."""
norssi_3979	https://fi.wikipedia.org/wiki?curid=1324947	"""Pekka Eero Juhani Virtama (1922–1998) oli suomalainen lääkäri. Hän oli Turun yliopiston diagnostisen radiologian professori 1963–1985. Hänen..."""
norssi_7353	https://fi.wikipedia.org/wiki?curid=108714	"""Heikki ”Häkä” Atte Virtanen (s. 4. syyskuuta 1953 Helsinki) on suomalainen basisti. Virtanen on Gramexin tilastojen mukaan Suomen kolmanneksi..."""
norssi_6016	https://fi.wikipedia.org/wiki?curid=65034	"""Kaarle Väinö Voionmaa (vuoteen 1906 Wallin, 12. helmikuuta 1869 Jyväskylä – 24. toukokuuta 1947 Helsinki) oli professori, kansanedustaja..."""
norssi_3322	https://fi.wikipedia.org/wiki?curid=1081488	"""Erkki Voipio (1. marraskuuta 1917 Helsinki –&#160;?) oli suomalainen teoreettisen sähkötekniikan professori.
Erkki Voipio valmistui diplomi..."""
norssi_3846	https://fi.wikipedia.org/wiki?curid=632689	"""Jaakko Eenok Voipio (3. tammikuuta 1923 Iisalmi – 18. huhtikuuta 2008 Helsinki) oli suomalainen lakimies ja Kauppakorkeakoulun julkisoikeuden..."""
norssi_4685	https://fi.wikipedia.org/wiki?curid=1210580	"""Aarno Veikko Voipio (18. elokuuta 1928 Helsinki - 11. helmikuuta 1990 Asikkala) oli Merentutkimuslaitoksen ylijohtaja 1975-1990 ja Itämeren suojelukomission..."""
norssi_3453	https://fi.wikipedia.org/wiki?curid=771420	"""Sulo Sakari (Sake) Kolari (10. marraskuuta 1918 – 2. lokakuuta 2006) oli suomalainen pesäpalloilija. Hänet tunnetaan myös sukunimellä Vuorisalo..."""
norssi_1450	https://fi.wikipedia.org/wiki?curid=545130	"""Johannes (Jussi) Väisänen (18. huhtikuuta 1897 Sotkamo – 20. syyskuuta 1918) oli suomalainen jääkäriluutnantti. Hänen vanhempansa olivat torppari..."""
norssi_3849	https://fi.wikipedia.org/wiki?curid=1328500	"""Erkki Olavi Väyrynen (s. 16. maaliskuuta 1923 Helsinki) on suomalainen virkamies, koulutukseltaan oikeustieteen kandidaatti ja ekonomi. Hän oli..."""
norssi_1211	https://fi.wikipedia.org/wiki?curid=1311785	"""Oskari Gabriel Väänänen (1890 Kuopio – 1962 Lahti) oli suomalainen Helsingin yliopiston voimistelulaitoksen lehtori ja Suomen Miekkailuliiton..."""
norssi_3370	https://fi.wikipedia.org/wiki?curid=1328517	"""Ilkka Sakari Väänänen (1. heinäkuuta 1915 Jyväskylä – 20. joulukuuta 1987) oli suomalainen lääkäri. Hän oli Helsingin Lastenlinnan ylilääkäri..."""
norssi_4886	https://fi.wikipedia.org/wiki?curid=1328526	"""Yrjö Olavi Väänänen (1929–1999) on suomalainen diplomaatti. Hän on koulutukseltaan oikeustieteen lisensiaatti ja ollut suurlähettiläs Bonnissa..."""
norssi_4276	https://fi.wikipedia.org/wiki?curid=1310555	"""Otto Gösta Wahlgren (s. 16. tammikuuta 1927 Helsinki) on suomalainen tekniikantutkija ja professori. Hän oli Teknillisen korkeakoulun tietekniikan..."""
norssi_2230	https://fi.wikipedia.org/wiki?curid=820	"""Mika Toimi Waltari (19. syyskuuta 1908 Helsinki – 26. elokuuta 1979 Helsinki) oli merkittävä suomalainen kirjailija. Tavattoman tuotteliaana..."""
norssi_1199	https://fi.wikipedia.org/wiki?curid=1046003	"""Kaupunginjohtaja Eino Johannes Waronen (24. elokuuta 1896, Kaprio, Inkerinmaa – 6. joulukuuta 1978, Helsinki) oli kunnallisvirkamies, joka teki..."""
norssi_2233	https://fi.wikipedia.org/wiki?curid=1046015	"""Veijo Kalervo Wartiovaara (25. marraskuuta 1907 Helsinki – 16. heinäkuuta 2002) oli suomalainen kasvifysiologi. Hän oli Helsingin yliopiston..."""
norssi_83	https://fi.wikipedia.org/wiki?curid=483595	"""Paavo Filemon Warén (20. toukokuuta 1872 Suonenjoki – 21. elokuuta 1933 Helsinki) oli suomalainen toimittaja, suomentaja ja filosofian maisteri..."""
norssi_200	https://fi.wikipedia.org/wiki?curid=278042	"""Georg (Yrjö) Hugo Karl Weilin, kirjailijanimet Yrjö Veijola tai Weijola ja Juho Aura (12. elokuuta 1875 Jyväskylä – 5. joulukuuta..."""
norssi_1290	https://fi.wikipedia.org/wiki?curid=330269	"""Toivo Antero Wiherheimo (vuoteen 1906 Grönhag, 13. heinäkuuta 1898 Helsinki – 5. maaliskuuta 1970 Helsinki) oli kokoomuksen kansanedustaja..."""
norssi_1295	https://fi.wikipedia.org/wiki?curid=1334193	"""Lauri Armas Yrjö Ylönen (21. lokakuuta 1895 Helsinki – 14. toukokuuta 1924) oli suomalainen taidemaalari.
Ylönen opiskeli Taideteollisen..."""
norssi_3152	https://fi.wikipedia.org/wiki?curid=261168	"""Matti Viljo Ylöstalo (4. helmikuuta 1917 Tampere – 14. syyskuuta 2002 Helsinki) toimi 21 vuotta Helsingin yliopiston siviilioikeuden professorina..."""
norssi_681	https://fi.wikipedia.org/wiki?curid=335360	"""Aarno Armas Sakari Yrjö-Koskinen (9. joulukuuta 1885 Helsinki – 8. kesäkuuta 1951 Helsinki) oli vapaaherra, koulutukseltaan lakimies, lähettiläs..."""
norssi_129	https://fi.wikipedia.org/wiki?curid=567536	"""Lauri Oskar af Heurlin (25. syyskuuta 1875 Helsinki – 6. heinäkuuta 1958) oli suomalainen pankinjohtaja, tilanomistaja ja sosialidemokraattinen..."""
norssi_2379	https://fi.wikipedia.org/wiki?curid=282395	"""Kai Viktor Johannes von Fieandt (24. elokuuta 1909 Helsinki – 18. heinäkuuta 2000 Espoo) oli Helsingin yliopiston psykologian professori...."""
